ngram,doc_id,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,sentence_id,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
Your,188,0,0,1,426,0,0,True,False,False,False,False,11094704380471062171,0,91,783433942507015291,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,2,426,0,0,0,0,0,0,0,561228191312463089,0,83,4062917326063685704
King,188,1,0,1,436,378,0,True,False,False,False,False,1432046011997238756,0,95,15794550382381185553,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Zhao,188,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhao,188,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,3,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Chu,188,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,378,2,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Shen,188,0,0,1,426,378,0,True,False,False,False,False,17738139721063980950,0,95,15794550382381185553,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,3,426,378,3,0,0,0,0,0,17910816218655442495,0,95,15794550382381185553
Shen Baoxu,188,0,0,2,8206900633647566924,0,0,True,False,False,False,False,1652040807790602528,0,99,17109001835818727656,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,3,426,378,3,0,0,0,0,0,17910816218655442495,0,95,15794550382381185553
Baoxu,188,0,0,1,8206900633647566924,0,0,True,False,False,False,False,1652040807790602528,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,17910816218655442495,0,95,15794550382381185553,3,426,378,3,0,0,0,0,0,17910816218655442495,0,95,15794550382381185553
Chu,188,0,0,1,440,0,0,True,False,False,False,True,16764210730586636600,0,84,1292078113972184607,0,8206900633647566924,0,True,False,False,False,False,1652040807790602528,0,99,17109001835818727656,3,413,378,4,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Wu,188,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,378,6,1,0,0,0,0,1829651293286449629,0,95,15794550382381185553
The,188,0,0,1,426,0,0,True,False,False,False,False,7464393751932445219,0,91,15308085513773655218,0,0,0,0,0,0,0,0,0,0,0,0,4,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Chu,188,0,0,1,8206900633647566924,0,0,True,False,False,False,False,7597692042947428029,0,99,17109001835818727656,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,4,436,378,1,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Chu,188,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,4,436,382,4,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Chu,188,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,4,436,382,10,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Wei,188,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,5,436,382,2,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
I,188,0,0,1,402,0,0,True,False,False,False,True,14692702688101715474,0,99,17109001835818727656,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,5,426,0,5,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Wei,188,0,0,1,440,0,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,0,405,0,True,False,False,False,False,922631143178789688,0,99,3822385049556375858,5,413,378,6,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Qi,188,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,5,436,382,8,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Wei,188,0,0,1,436,378,0,True,False,False,False,False,9098184522612989934,0,95,15794550382381185553,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,5,436,378,10,0,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Wei Qi,188,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,5,436,378,10,0,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Qi,188,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,378,True,False,False,False,False,5806713766918506457,0,95,15794550382381185553,5,436,378,10,0,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Lord,215,1,0,1,426,378,0,True,False,False,False,False,15745761887655421586,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Lord Pingyuan,215,1,0,2,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Pingyuan,215,0,0,1,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,1,7037928807040764755,0,True,False,False,False,False,6316802600213942060,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Qin,215,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,378,1,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin,215,0,0,1,402,0,0,True,False,False,False,True,3791531372978436496,0,93,5595707737748328492,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,0,436,378,4,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
King,215,1,0,1,413,378,0,True,False,False,False,False,9417581523617412420,0,95,15794550382381185553,0,396,0,True,False,False,False,False,15806774029700244804,0,99,14200088355797579614,0,413,378,5,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,215,1,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,396,0,True,False,False,False,False,15806774029700244804,0,99,14200088355797579614,0,413,378,5,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,215,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,1,7037928807040764755,378,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,0,413,378,5,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King,215,1,0,1,407,378,0,True,False,False,False,False,9417581523617412420,0,95,15794550382381185553,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,1,407,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,215,1,0,2,402,0,0,True,False,False,False,True,14692702688101715474,0,99,17109001835818727656,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,1,407,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,215,0,0,1,402,0,0,True,False,False,False,True,14692702688101715474,0,99,17109001835818727656,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,1,407,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King,215,1,0,1,426,381,0,True,False,False,False,False,4001829076959297198,0,95,15794550382381185553,0,397,0,True,False,False,False,True,15807309897752499399,0,85,17524233984504158541,1,426,381,4,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Wen,215,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,397,0,True,False,False,False,True,15807309897752499399,0,85,17524233984504158541,1,426,381,4,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Wen,215,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,381,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,1,426,381,4,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhou,215,0,0,1,396,0,0,True,False,False,False,False,13957100770539883309,0,99,17109001835818727656,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,1,436,0,5,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Lv,215,0,0,1,436,378,0,True,False,False,False,False,14846055117868719210,0,95,15794550382381185553,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,378,7,0,0,0,0,0,5081865534638341124,0,95,15794550382381185553
Lv Shang,215,0,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,378,7,0,0,0,0,0,5081865534638341124,0,95,15794550382381185553
Shang,215,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,378,True,False,False,False,False,5081865534638341124,0,95,15794550382381185553,1,436,378,7,0,0,0,0,0,5081865534638341124,0,95,15794550382381185553
Grand,215,0,0,1,436,0,0,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,1,436,0,10,0,0,0,0,0,16508668778151805546,0,95,15794550382381185553
Grand Duke,215,1,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,1,436,0,10,0,0,0,0,0,16508668778151805546,0,95,15794550382381185553
Duke,215,1,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,0,True,False,False,False,False,16508668778151805546,0,95,15794550382381185553,1,436,0,10,0,0,0,0,0,16508668778151805546,0,95,15794550382381185553
Duke,215,1,0,1,426,378,0,True,False,False,False,False,10117059399292493209,0,95,15794550382381185553,0,397,0,True,False,False,False,True,15807309897752499399,0,85,17524233984504158541,1,426,378,11,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Huan,215,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,397,0,True,False,False,False,True,15807309897752499399,0,85,17524233984504158541,1,426,378,11,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Huan,215,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,378,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,1,426,378,11,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Qi,215,0,0,1,396,0,0,True,False,False,False,False,13957100770539883309,0,99,17109001835818727656,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,382,12,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Guan,215,0,0,1,413,378,0,True,False,False,False,False,8605206886949496001,0,95,15794550382381185553,0,396,0,True,False,False,False,False,13957100770539883309,0,99,17109001835818727656,1,413,378,13,0,0,0,0,0,2491129898285036185,0,95,15794550382381185553
Guan Zhong,215,0,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,396,0,True,False,False,False,False,13957100770539883309,0,99,17109001835818727656,1,413,378,13,0,0,0,0,0,2491129898285036185,0,95,15794550382381185553
Zhong,215,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,378,True,False,False,False,False,2491129898285036185,0,95,15794550382381185553,1,413,378,13,0,0,0,0,0,2491129898285036185,0,95,15794550382381185553
Uncle,215,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,1,436,378,16,1,0,0,0,0,16208035968793633778,0,95,15794550382381185553
Lord,215,1,0,1,426,378,0,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,0,397,0,True,False,False,False,False,17157488710739566268,0,85,164681854541413346,2,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Lord Fan,215,1,0,2,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,13927759927860985106,0,397,0,True,False,False,False,False,17157488710739566268,0,85,164681854541413346,2,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Fan,215,0,0,1,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,13927759927860985106,1,7037928807040764755,378,True,False,False,False,False,6316802600213942060,0,95,15794550382381185553,2,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Uncle,215,0,0,1,440,0,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,0,412,0,True,False,False,False,True,15099054000809333061,0,89,15267657372422890137,2,401,0,2,0,0,0,0,0,15099054000809333061,0,89,15267657372422890137
Lord,215,1,0,1,437,378,0,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,3,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Lord Fan,215,1,0,2,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,0,0,0,0,0,0,0,0,0,0,0,0,3,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
Fan,215,0,0,1,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,1,7037928807040764755,378,True,False,False,False,False,6316802600213942060,0,95,15794550382381185553,3,426,378,0,0,0,0,0,0,6316802600213942060,0,95,15794550382381185553
I,215,0,0,1,402,0,0,True,False,False,False,True,6992604926141104606,0,99,16235386156175103506,0,0,0,0,0,0,0,0,0,0,0,0,4,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
I,215,0,0,1,402,0,0,True,False,False,False,True,18307573501153647118,0,99,16235386156175103506,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,5,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Pass,215,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,5,413,0,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Fan,179,0,0,1,426,378,0,True,False,False,False,False,12131576118151215659,0,95,15794550382381185553,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,426,378,3,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Fan Ju,179,0,0,2,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,426,378,3,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Ju,179,0,0,1,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,0,426,378,3,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
I,179,0,0,1,402,0,0,False,False,False,False,False,18307573501153647118,0,99,16235386156175103506,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Xu,179,0,0,1,426,378,0,True,False,False,False,False,9238329311140888802,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,2,426,378,0,0,0,0,0,0,4205159879405852782,0,95,15794550382381185553
Xu Jia,179,0,0,2,8206900633647566924,0,0,True,False,False,False,False,6203382976377178934,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,2,426,378,0,0,0,0,0,0,4205159879405852782,0,95,15794550382381185553
Jia,179,0,0,1,8206900633647566924,0,0,True,False,False,False,False,6203382976377178934,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,4205159879405852782,0,95,15794550382381185553,2,426,378,0,0,0,0,0,0,4205159879405852782,0,95,15794550382381185553
I,179,0,0,1,405,0,0,True,False,False,False,False,17230765341337091640,0,99,9188597074677201817,0,442,0,False,True,True,False,False,15884554869126768810,0,96,14143520107006108953,2,426,0,6,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Fan,179,0,0,1,426,378,0,True,False,False,False,False,12161133495277023038,0,95,15794550382381185553,0,397,0,True,False,False,False,True,16315412628806490806,0,85,17524233984504158541,2,426,378,7,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Fan Shu,179,0,0,2,402,0,0,True,False,False,False,True,2158845516055552166,0,99,13927759927860985106,0,397,0,True,False,False,False,True,16315412628806490806,0,85,17524233984504158541,2,426,378,7,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Shu,179,0,0,1,402,0,0,True,False,False,False,True,2158845516055552166,0,99,13927759927860985106,0,7037928807040764755,378,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,2,426,378,7,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Tang,263,0,0,1,426,378,0,True,False,False,False,False,12131576118151215659,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
Tang Ju,263,0,0,2,8206900633647566924,0,0,True,False,False,False,False,16096726548953279178,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
Ju,263,0,0,1,8206900633647566924,0,0,True,False,False,False,False,16096726548953279178,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,4768455683095615333,0,95,15794550382381185553,0,426,378,0,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
Cai,263,0,0,1,436,378,0,True,False,False,False,False,1612167049004747283,0,95,15794550382381185553,0,440,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,0,436,378,1,0,0,0,0,0,2608998410074175345,0,95,15794550382381185553
Cai Ze,263,0,0,2,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,0,436,378,1,0,0,0,0,0,2608998410074175345,0,95,15794550382381185553
Ze,263,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,7037928807040764755,378,True,False,False,False,False,2608998410074175345,0,95,15794550382381185553,0,436,378,1,0,0,0,0,0,2608998410074175345,0,95,15794550382381185553
You,263,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,0,426,0,3,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
I,263,0,0,1,402,0,0,False,False,False,False,False,14692702688101715474,0,99,14200088355797579614,0,8206900633647566924,0,False,False,False,False,False,15133719645169837349,0,91,15308085513773655218,0,426,0,7,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Cai,263,0,0,1,426,378,0,True,False,False,False,False,1612167049004747283,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,2608998410074175345,0,99,14200088355797579614
Cai Ze,263,0,0,2,8206900633647566924,0,0,True,False,False,False,False,7743033266031195906,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,2608998410074175345,0,99,14200088355797579614
Ze,263,0,0,1,8206900633647566924,0,0,True,False,False,False,False,7743033266031195906,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,2608998410074175345,0,99,14200088355797579614,1,426,378,0,0,0,0,0,0,2608998410074175345,0,99,14200088355797579614
Tang,263,0,0,1,426,378,0,True,False,False,False,False,12131576118151215659,0,95,15794550382381185553,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,1,426,378,1,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
Tang Ju,263,0,0,2,402,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,1,426,378,1,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
Ju,263,0,0,1,402,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,4768455683095615333,0,95,15794550382381185553,1,426,378,1,0,0,0,0,0,4768455683095615333,0,95,15794550382381185553
I,263,0,0,1,402,0,0,True,False,False,False,True,6635067063807956629,0,99,16235386156175103506,0,407,0,True,False,False,False,False,6630959338858494479,0,91,15308085513773655218,1,426,0,3,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
I,263,0,0,1,402,0,0,True,False,False,False,True,2158845516055552166,0,99,9188597074677201817,0,404,0,True,False,False,False,False,14560795576765492085,0,88,17571114184892886314,2,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
I,263,0,0,1,402,0,0,False,False,False,False,False,18307573501153647118,0,99,16235386156175103506,0,397,0,True,False,False,False,False,12965068231793614765,0,85,164681854541413346,2,426,0,1,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
I,263,0,0,1,405,0,0,True,False,False,False,False,7597692042947428029,0,99,9188597074677201817,0,413,0,True,False,False,False,True,5865838185239622912,0,91,4808651922106831370,3,426,0,1,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Duke,190,1,0,1,426,378,0,True,False,False,False,False,14665303702414098656,0,95,15794550382381185553,0,404,0,True,False,False,False,False,14560795576765492085,0,88,17571114184892886314,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Mu,190,1,0,2,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,0,404,0,True,False,False,False,False,14560795576765492085,0,88,17571114184892886314,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Mu,190,0,0,1,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,1,7037928807040764755,0,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Pi,190,0,0,1,436,378,0,True,False,False,False,False,10795587487264768256,0,95,15794550382381185553,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,0,436,378,6,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
Pi Zheng,190,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,0,436,378,6,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
Zheng,190,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,378,True,False,False,False,False,3986282639687124464,0,95,15794550382381185553,0,436,378,6,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
The,190,0,0,1,426,0,0,True,False,False,False,False,3814049101131682695,0,91,15308085513773655218,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Pi,190,0,0,1,437,378,0,True,False,False,False,False,3647935742711121796,0,95,15794550382381185553,0,446,0,True,False,False,False,False,17272336053927728351,0,99,14200088355797579614,2,413,378,1,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
Pi Bao,190,0,0,2,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,0,446,0,True,False,False,False,False,17272336053927728351,0,99,14200088355797579614,2,413,378,1,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
Bao,190,0,0,1,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,0,7037928807040764755,378,True,False,False,False,False,3986282639687124464,0,95,15794550382381185553,2,413,378,1,0,0,0,0,0,3986282639687124464,0,95,15794550382381185553
Cui,146,0,0,1,426,378,0,True,False,False,False,False,12161133495277023038,0,95,15794550382381185553,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,0,426,378,0,0,0,0,0,0,5622013662290187164,0,95,15794550382381185553
Cui Shu,146,0,0,2,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,0,426,378,0,0,0,0,0,0,5622013662290187164,0,95,15794550382381185553
Shu,146,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,7037928807040764755,378,True,False,False,False,False,5622013662290187164,0,95,15794550382381185553,0,426,378,0,0,0,0,0,0,5622013662290187164,0,95,15794550382381185553
Nao,146,0,0,1,407,378,0,True,False,False,False,False,5271009958918016511,0,95,15794550382381185553,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,378,1,0,0,0,0,0,5579127228874873826,0,95,15794550382381185553
Nao Chi,146,0,0,2,396,0,0,True,False,False,False,False,13836209313878586861,0,99,17109001835818727656,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,378,1,0,0,0,0,0,5579127228874873826,0,95,15794550382381185553
Chi,146,0,0,1,396,0,0,True,False,False,False,False,13836209313878586861,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,5579127228874873826,0,95,15794550382381185553,0,407,378,1,0,0,0,0,0,5579127228874873826,0,95,15794550382381185553
Qi,146,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,0,436,382,3,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Li,146,0,0,1,426,378,0,True,False,False,False,False,4281733038667565154,0,95,15794550382381185553,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,1,426,378,0,0,0,0,0,0,7571453172128092820,0,95,15794550382381185553
Li Dui,146,0,0,2,396,0,0,True,False,False,False,False,13836209313878586861,0,99,17109001835818727656,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,1,426,378,0,0,0,0,0,0,7571453172128092820,0,95,15794550382381185553
Dui,146,0,0,1,396,0,0,True,False,False,False,False,13836209313878586861,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,7571453172128092820,0,95,15794550382381185553,1,426,378,0,0,0,0,0,0,7571453172128092820,0,95,15794550382381185553
Zhao,146,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,1,436,378,2,1,0,0,0,0,1432046011997238756,0,95,15794550382381185553
Zhufu,146,0,0,1,440,0,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,0,7037928807040764755,0,True,False,False,False,False,18205181805348499458,0,91,15308085513773655218,1,413,0,4,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
